hostname,n_planets,avg_pl_rade,avg_pl_bmasse,avg_orbper,sy_dist,st_teff
K2-347,1,2.41,6.39,7.187257,320.336,4599.0
Kepler-1826,1,1.47519116,2.78,1.615360022,336.952,3821.0
Kepler-1882,1,1.48674404,2.81,13.78730011,443.371,5691.0
HD 103891,1,13.2,918.52409623,1919.0,55.5213,6072.0
HD 125390,1,11.9,8646.20398403,1757.39151,153.647,4882.0
K2-355,1,2.25,5.69,5.7385647,500.497,5790.0
BD+49 828,1,13.5,508.5,2590.0,442.042,4943.0
HD 165155,1,13.2,918.5287,434.5,63.3574,5426.0
Kepler-985,1,2.98,9.17,116.331901,679.361,5434.0
Kepler-1660 A,1,12.9,1586.59940774,239.5044,1188.54,6305.24
Kepler-1968,1,1.50004034,2.86,7.281099796,750.93,5008.0
K2-412,1,2.116,5.13,5.9382,654.085,5590.0
Kepler-1997,1,2.28,5.82,26.7575866,1502.34,6215.0
Kepler-856,1,9.3,63.3,8.027680595,1351.17,5535.0
TOI-5143,1,16.25302201,,5.2097118,181.38,5183.0
HD 44219,1,14.1,184.34047606,472.0,52.9051,5752.0
K2-218,1,2.56948149,7.13,8.679885,394.083,5757.0
Kepler-1150,1,1.02,1.04,2.787868386,358.518,4754.0
Kepler-643,1,10.16,321.0083,16.33889626,1063.58,4908.0
Kepler-1257,1,1.52,2.92,2.668313762,1105.95,5502.0
Kepler-1223,1,1.22,1.98,16.301259,459.957,4870.0
Kepler-1235,1,0.79,0.418,4.16055856,540.604,5541.0
Kepler-1480,1,1.67,3.43,22.12679948,500.892,5156.0
K2-419 A,1,10.55,196.0,20.35847252,268.685,3711.0
K2-207,1,2.60585269,7.3,12.48749,363.064,5522.0
Kepler-1263,1,1.14,1.55,4.55139967,664.83,5213.0
Kepler-1000,1,4.76,20.3,120.0181272,1115.62,6453.0
2MASS J12073346-3932539,1,12.9,1589.15,,64.308,2825.0
HAT-P-37,1,13.204,371.528,2.797436,390.594,5500.0
Kepler-861,1,2.28,5.82,3.949631375,850.327,5047.0
Kepler-484,1,2.28,5.82,10.045569313,382.136,5668.0
CoRoT-2,1,16.432,1102.82,1.7429935,213.283,5625.0
Kepler-567,1,2.25,5.69,16.54297375,558.81,5148.0
NGTS-3 A,1,16.58932,756.4354,1.6753728,743.972,5600.0
TOI-169,1,12.172974,251.40353,2.2554477,407.84,5880.0
Kepler-586,1,2.79,8.2,2.104722184,693.766,5575.0
TOI-7041,1,11.43316031,114.41822652,9.691,439.52,4700.0
OGLE-2011-BLG-0173L,1,9.01,60.0,,6100.0,
K2-225,1,3.60929179,12.7,15.8723,357.778,5520.0
K2-226,1,1.53899305,2.98,3.27109,211.265,5288.0
HD 196050,1,12.9,1493.7935129,1392.0,50.6742,5879.0
Kepler-1904,1,1.3904994,2.51,4.577020168,270.854,3805.0
HIP 79098 AB,1,12.1,6515.515,,145.798,9193.75
Kepler-627,1,3.73,13.4,40.6994443,984.307,6424.0
NGTS-8,1,12.21781,295.5819,2.4997,428.976,5241.0
MOA-2020-BLG-208L,1,7.71,46.0,,7490.0,
HATS-12,1,7.76,759.6137,3.142702,746.138,6357.0
KELT-11,1,15.13212395,65.15482343,4.73620865,99.1596,5375.0
EPIC 220492298,1,0.99,0.937,0.762406,624.512,5620.0
TOI-332,1,3.2,57.2,0.777038,222.852,5251.0
Kepler-926,1,2.31,5.95,52.0688601,921.361,5806.0
Kepler-1762,1,2.76022913,8.05,29.53910065,1663.74,6572.0
Kepler-1626,1,2.02,4.74,4.13962966,1368.83,6826.0
WASP-44,1,12.3299,276.5121,2.423804,364.512,5420.0
OGLE-2016-BLG-0263L,1,13.0,1300.0,,6500.0,
Kepler-892,1,2.81,8.3,13.7521072,570.727,4747.0
Kepler-982,1,2.25,5.69,15.7738221,801.479,6139.0
Kepler-1453,1,2.67,7.61,47.1611696,1196.04,5665.0
K2-259,1,2.32,5.99,15.48043,416.457,6059.0
HD 211970,1,3.66,13.0,25.201,13.1277,4127.0
Kepler-408,1,0.82,5.0,2.46502,88.7832,6104.0
Kepler-908,1,1.22,1.98,1.340597468,290.843,5973.0
TOI-5803,1,3.2732,10.7,5.38305,84.0126,5134.0
HAT-P-35,1,14.930388,335.62848,3.646706,506.965,6096.0
Kepler-1685,1,2.57673985,7.16,20.4905,1141.89,5484.0
WASP-43,1,10.424,565.714,0.813475,86.7467,4400.0
K2-171,1,2.68657205,7.69,5.628466,606.128,5250.0
TOI-1772,1,2.905,8.78,8.054246874,97.7562,5583.0
HD 14067,1,12.2,4862.7746271,2744.0,142.024,4815.0
eps Ind A,1,12.7,2005.49724817,16510.0,3.63857,4760.0
CoRoT-12,1,16.14,291.438,2.828042,1126.37,5675.0
DP Leo,1,12.7,1995.88832,10220.0,305.684,13500.0
KMT-2018-BLG-1292L,1,12.9,1400.0,,3460.0,
HIP 79431,1,13.4,667.415,111.7,14.5324,3191.0
HD 148156,1,13.9,270.144,1027.0,57.1289,6308.0
Kepler-472,1,3.22,10.5,4.176255514,306.602,4996.0
EPIC 201238110,1,1.87,4.16,28.1656,159.259,3587.0
Kepler-792,1,1.96,4.5,11.30119217,1425.47,5971.0
Kepler-1554,1,2.9,8.75,198.088774,946.847,5297.0
Kepler-823,1,1.57,3.09,4.16809082,1389.27,5643.0
CoRoT-35,1,18.83108758,349.6112477,3.22748,1123.21,6390.0
Kepler-1027,1,0.89,0.64,1.907805199,405.104,5436.0
Kepler-1584,1,1.61,3.22,13.3997099,1416.31,6069.0
Kepler-578,1,2.0,4.66,1.616883696,541.432,5334.0
K2-241,1,2.55,7.04,26.8199,149.464,5262.0
Kepler-1697,1,1.25954761,2.12,33.4969,247.771,4681.53
Kepler-1777,1,2.13189678,5.19,12.18420029,619.146,5771.0
K2-379,1,2.181,5.4,8.777247,182.207,4603.0
GJ 3988,1,1.74,3.69,6.9442,9.9105,3273.0
TOI-5076,1,3.48935569,16.14568308,23.443162,82.857,4780.0
GJ 740,1,1.53,2.96,2.37756,11.1017,3913.0
HAT-P-42,1,14.348,331.801,4.641878,405.238,5743.0
K2-192,1,1.52,2.92,4.162817,221.753,5222.0
Kepler-1043,1,2.55,7.04,38.5053398,903.332,5629.0
Kepler-1923,1,1.95958179,4.5,52.60969925,990.838,5881.0
Kepler-1164,1,1.12,1.46,3.97599768,431.622,5183.0
Kepler-695,1,9.21,62.3,3.040330424,842.947,5181.0
Kepler-1501,1,1.56,3.05,14.5564533,749.06,6229.0
GJ 9689,1,3.07,9.65,18.27,30.6203,3836.0
Kepler-1741,1,1.273,2.16,2.757590055,270.739,3683.0
HD 231701,1,13.7,359.1479,141.63,108.877,6101.0
HD 80883,1,12.8,1748.0562385,6383.78352,34.6011,5177.91
Kepler-638,1,1.83,4.01,6.07972888,991.214,5382.0
TOI-4087,1,13.04725353,232.01473711,3.1774835,301.676,6060.0
Kepler-41,1,14.46,177.98,1.8555582,1093.08,5750.0
BEBOP-4 A,1,,8358.8871041,1823.5,234.294,5701.43
Kepler-1020,1,2.28,5.82,96.9151496,415.358,5227.0
HATS-46,1,10.121727,54.98459,4.7423729,453.808,5495.0
HD 150010,1,13.3,762.7881768,562.0,144.49,4153.0
GJ 514,1,2.13,5.2,140.43,7.61778,3728.0
Kepler-1559,1,0.72,0.299,0.971915428,614.827,5316.0
HD 24085,1,3.46,11.8,2.0455,54.9004,6034.0
OGLE-2018-BLG-0740L,1,12.9,1500.0,5480.0,3200.0,5912.0
TOI-4961,1,12.34108775,572.0911326,7.479182,213.073,5380.0
HD 152079,1,13.2,845.74563,2918.92,87.8888,5907.0
Kepler-1918,1,2.29763023,5.89,47.0564003,1030.11,5889.0
Kepler-1922,1,2.29064904,5.86,13.22259998,1344.29,5931.0
CI Tau,1,13.0,1144.1822652,25.2,157.998,3807.0
K2-110,1,2.592,15.9,13.86375,116.474,5010.0
HAT-P-27,1,11.43,197.05,3.039577,199.173,5316.0
USco CTIO 108,1,12.3,4449.62,,144.019,2700.0
WASP-37,1,13.002,572.07,3.577469,392.791,5800.0
Kepler-1324,1,1.51,2.89,4.115844679,481.667,4776.0
Kepler-1025,1,1.98,4.58,37.3229493,803.776,6089.0
Kepler-1540,1,2.49,6.76,125.4131177,244.96,4540.0
TOI-2260,1,1.62,3.26,0.3524728,101.251,5534.0
Kepler-1467,1,3.3,10.9,47.0569043,852.888,5332.0
Kepler-806,1,1.14,1.55,8.09219642,361.896,5770.0
PSR J2322-2650,1,13.9,252.643067,0.322963997,230.0,
Kepler-1944,1,2.75971163,8.05,9.842579842,1076.48,5585.0
WASP-22,1,13.78707,212.9461,3.53269,317.652,6000.0
Kepler-1808,1,3.02511302,9.4,23.3404007,1022.01,5530.0
Kepler-703,1,8.2,51.1,4.583521756,1156.83,6185.0
NGTS-34,1,3.65,19.1,43.12655,120.475,6134.0
WASP-14,1,15.46842,2809.6172,2.24375,161.997,6475.0
Kepler-1933,1,1.17984089,1.76,4.943290234,328.007,5661.0
Kepler-1331,1,1.05,1.16,0.789161653,319.197,4508.0
Kepler-12,1,19.660586,137.30256,4.4379629,881.386,5947.0
HAT-P-6,1,16.58932,419.5356,3.85298,275.358,6570.0
Kepler-659,1,2.5,6.8,17.671796,722.64,4870.0
Kepler-562,1,5.21,23.7,18.009314436,992.769,5575.0
Kepler-951,1,5.59,26.7,71.52530845,382.509,4834.0
Kepler-1202,1,2.94,8.96,28.6851324,1175.38,5834.0
Kepler-1897,1,2.81407954,8.32,24.22030067,983.174,5165.0
HD 110537,1,11.9,8612.83200129,24469.67342,45.0858,5718.0
KMT-2019-BLG-1216L,1,5.98,29.87587026,,2740.0,
HATS-1,1,14.594,589.55,3.446459,283.971,5870.0
HD 72892,1,12.8,1737.88572948,39.44603,69.7311,5688.0
OGLE-TR-211,1,15.244,327.351,3.67724,1515.26,6325.0
HD 70573,1,12.8,1900.0,851.8,59.182,5737.0
WASP-118,1,16.14096,163.36462,4.0460435,376.658,6410.0
Kepler-686,1,12.15,,1.594745463,1490.94,5649.0
Kepler-1475,1,2.92,8.85,82.177374,1568.38,6214.0
TOI-139,1,2.4566,6.6,11.07085,42.4061,4570.0
Kepler-1399,1,1.25,2.1,1.638653058,1385.7,5735.0
TOI-1269,1,2.40144286,6.4,4.2529913,172.138,5499.0
TOI-3877,1,11.67975789,99.7981198,4.123596,493.77,5731.0
Kepler-1885,1,1.51110555,2.89,2.522559881,818.482,5591.0
HD 167677,1,13.2,905.81095995,1820.0,54.3258,5474.0
Kepler-410 A,1,2.838,8.44,17.833648,147.527,6273.0
HD 18742,1,13.1,1080.622,766.0,162.685,4940.0
Kepler-1236,1,2.14,5.22,31.0571618,999.64,5337.0
Kepler-1433,1,1.56,3.05,4.13592271,1328.0,6097.0
HD 106252,1,12.5,3178.28407,1535.0,38.185,5874.0
Kepler-855,1,8.35,52.7,7.886631104,1506.58,5835.0
Kepler-1463,1,1.86,4.12,25.15864,1687.47,5679.0
Kepler-74,1,10.76,200.22,7.340711,1177.55,6000.0
Kepler-1800,1,0.99679734,0.961,4.562029839,350.455,5343.0
K2-163,1,2.46610713,6.65,6.673117,208.529,4937.0
bet Cnc,1,12.6,2479.0,605.2,89.0472,4092.1
Kepler-43,1,13.663771,1026.5909,3.0240949,1005.84,6041.0
K2-253,1,12.67,,4.00167,876.565,6027.0
K2-378,1,2.88,8.65,2.060438,687.973,4823.0
CoRoT-27,1,11.287,3302.11,3.57532,1010.28,5900.0
TOI-5716,1,0.96,0.84,6.7663,39.4122,3436.0
Kepler-1048,1,1.61,3.22,6.92101021,556.006,4651.0
WASP-190,1,12.89035,317.83,5.367753,542.251,6400.0
TOI-1278,1,12.21778896,5879.8255295,14.47567,75.5759,3799.0
OGLE-2017-BLG-0406L,1,14.2,130.0,,5200.0,
HATS-10,1,10.861521,167.17858,3.312846,534.889,5880.0
K2-65,1,1.58,3.12,12.6475,72.2,5213.0
eps Tau,1,12.7,2285.18624633,585.82,47.52852,4877.0
Kepler-1663,1,3.30395896,10.9,17.6046,337.926,3844.0
WASP-180 A,1,13.89916,286.047,3.409264,253.985,6600.0
TOI-6000,1,0.94,0.779,0.448959,75.7664,3419.0
Kepler-631,1,2.9,8.75,17.97979059,761.966,6185.0
Kepler-991,1,2.54,6.99,82.5342519,389.561,4392.0
TOI-2364,1,8.60849718,71.51139158,4.0197517,219.614,5306.0
TOI-2583 A,1,14.4595851,79.45710175,4.5207265,566.189,5936.0
DMPP-2,1,14.3,138.89171,5.2072,137.94,6500.0
WASP-39,1,14.336311,89.31023,4.0552941,213.982,5485.0
K2-11,1,7.55,44.4,39.93767,329.309,5433.0
HD 17092,1,12.5,3219.6179,359.89999,228.422,4326.0
K2-7,1,4.03523305,15.3,28.6781,738.553,5700.0
OGLE-2011-BLG-0251L,1,14.2,170.0,,2570.0,
HD 19994,1,13.6,435.41,466.2,22.5242,6188.0
Kepler-1410,1,1.78,3.82,60.866168,367.0,4092.0
HATS-61,1,13.394755,1080.622,7.817953,679.761,5542.0
Gl 725 A,1,1.48,2.78,11.2201,3.5214,3433.0
TOI-3523 A,1,15.9727975,435.42491759,2.30458952,645.294,6450.0
HD 240210,1,12.8,1655.82,501.75,372.405,4297.0
K2-121,1,7.16,51.0,5.185738,169.398,4526.0
Kepler-496,1,2.32,5.99,8.30864937,605.274,5293.0
Kepler-1520,1,5.77,28.1,0.653553572,607.917,4677.0
Kepler-1827,1,1.85644292,4.1,3.700619936,686.461,5423.0
TOI-5704,1,3.2274,10.5,3.771116,89.637,4590.0
Kepler-777,1,1.47,2.76,5.72812599,443.106,4043.0
Kepler-1310,1,1.44,2.67,0.679336272,569.185,5549.0
Kepler-1269,1,1.63,3.29,37.3331536,1097.23,5998.0
Kepler-1694,1,1.17986031,1.76,3.89526,513.329,4954.0
K2-108,1,5.33,59.4,4.733999,477.295,5599.0
GJ 3082,1,2.79,8.2,11.949,16.6186,3910.0
WASP-133,1,13.56289,368.6828,2.176423,559.084,5700.0
HD 106515 A,1,12.1,6006.9568923,3626.0,34.0915,5362.0
WASP-99,1,11.43318,772.3269,5.75251,158.66,6150.0
KOI-1257,1,10.54,460.83,86.647661,656.0,5520.0
WASP-172,1,17.59813,149.3801,5.477433,538.11,6900.0
Kepler-747,1,5.27,24.1,35.61760587,3347.16,5096.0
KMT-2016-BLG-2321L,1,13.8,301.93698665,,3580.0,
Kepler-514,1,1.72,3.61,5.65179605,455.336,6106.0
Kepler-1635,1,3.64,12.9,469.63111,1069.45,5347.0
Kepler-708,1,2.93,8.91,3.167891938,1394.22,5692.0
Kepler-1439,1,1.46,2.73,8.07392849,225.393,3578.0
Kepler-1454,1,1.88,4.19,47.0319479,780.566,5448.0
HIP 65426,1,16.8135,2860.47,,108.875,8840.0
K2-252,1,1.74,3.68,13.81513,228.839,5152.0
HD 175541,1,14.1,190.06234,298.43,129.603,5013.0
HD 233832,1,13.5,565.7374,2058.0,58.742,4981.0
Kepler-1831,1,1.97019818,4.54,5.78387022,1053.49,6063.0
Kepler-1149,1,1.44,2.67,3.73089898,1217.73,5833.0
HD 220074,1,12.2,5288.6912,672.09998,324.54,3787.0
Kepler-1858,1,2.42168247,6.44,88.07160187,833.055,4939.0
HD 153950,1,13.2,937.5985,499.39999,48.4549,6124.0
WASP-123,1,15.13212395,285.72917,2.97764359,197.996,5740.0
MASCARA-1,1,17.90074218,1175.971,2.14877381,182.273,7490.0
Kepler-1567,1,2.73,7.9,153.979578,1206.11,5655.0
Kepler-996,1,1.98,4.58,3.770590584,1216.58,6014.0
Kepler-433,1,16.25,896.24,5.33408384,1878.31,6360.0
K2-250,1,2.71257333,7.81,4.01392,414.708,5003.0
TOI-2346,1,16.11851425,394.10722468,3.3312029,437.484,6480.0
TOI-1075,1,1.791,9.95,0.6047328,61.4592,3875.0
TOI-5301,1,13.09208946,1182.32167404,5.858858,629.161,6240.0
HD 59686 A,1,12.7,2199.3836,299.36,89.2721,4658.0
TOI-1011,1,1.45,4.04,2.470498,52.62,5475.0
K2-257,1,0.83,0.498,1.60588,64.0065,3725.0
HD 103774,1,13.3,116.0,5.8881,56.4089,6489.0
HD 4113,1,13.5,541.26177712,526.5239,41.8727,5688.0
Kepler-1392,1,1.96,4.5,15.1410397,1117.0,5479.0
TOI-2005,1,11.99360935,2034.1018048,17.305904,328.475,7130.0
CoRoT-30,1,11.309881,921.707,9.06005,1032.23,5650.0
TOI-1420,1,11.89,25.1,6.9561063,201.918,5510.0
Kepler-681,1,3.08,9.69,26.39435646,686.923,5021.0
K2-196,1,3.59970536,12.6,48.324222,584.877,6045.0
TOI-2524,1,11.2089807,203.41018048,7.18585,438.842,5831.0
Kepler-1256,1,1.49,2.83,12.4127754,891.192,6129.0
NGTS-23,1,14.20177855,194.82881349,4.0764326,1074.95,6057.0
Kepler-1619,1,0.76,0.363,23.6225913,734.85,5852.0
TOI-1443,1,2.30381001,30.0,23.540678,85.8034,5224.0
K2-202,1,2.30165603,5.91,3.405164,300.397,5491.0
K2-77,1,2.4996027,603.877,8.2000844,141.731,5160.0
TOI-6303,1,11.59,2493.0,9.485236,152.219,3977.0
HD 177565,1,4.0,15.1,44.505,16.9179,5627.0
V830 Tau,1,14.0,222.481,4.927,130.111,4250.0
OGLE-2013-BLG-0132L,1,11.6,92.0,,3900.0,
HD 156411,1,14.0,235.18,842.2,56.8655,5900.0
HN Peg,1,11.7768,6991.57,,18.1186,6186.0
Kepler-1870,1,2.10143764,5.07,3.606940031,407.216,5508.0
TOI-2796,1,17.26183028,139.84449908,4.8084983,350.343,5764.0
HATS-35,1,16.409976,388.38826,1.8209993,514.555,6300.0
Kepler-1497,1,1.66,3.39,8.74199772,1122.0,5675.0
Kepler-1617,1,1.2,1.87,27.4785572,898.31,6167.0
Kepler-1457,1,1.99,4.62,51.1110243,889.885,5866.0
Kepler-1807,1,2.70393215,7.77,10.86060047,1299.32,6455.0
HATS-54,1,11.37711541,239.32479047,2.5441765,748.585,5621.0
Kepler-1602,1,1.34,2.36,11.17931605,629.804,6296.0
TOI-1273,1,11.09689089,70.55790635,4.631296,177.118,5690.0
Kepler-502,1,4.77,20.4,4.28686431,1591.04,6125.0
Kepler-581,1,2.63,7.41,40.6069821,703.758,5772.0
Kepler-609,1,3.35,11.2,6.521210666,1065.82,5971.0
HD 240237,1,12.2,5050.3187,745.70001,933.377,3926.0
TOI-677,1,13.11450742,392.20025424,11.2365985,141.812,6295.0
TOI-5350,1,12.41955062,2094.48920213,7.581367,277.419,6220.0
HD 220197,1,9.32,63.566,1728.0,64.411,5683.0
Kepler-1875,1,3.22686692,10.5,34.45859909,1660.45,6161.0
Kepler-689,1,2.89,8.7,22.36656079,1131.73,5518.0
TOI-220,1,3.03,13.8,10.695264,90.7402,5298.0
51 Eri,1,,3464.3296363,9100.0,29.7575,7295.0
MOA-2008-BLG-310L,1,5.18,23.4,,7700.0,
Kepler-661,1,3.07,9.64,6.029301321,534.788,4483.0
Kepler-966,1,4.13,16.0,99.747622,1027.8,5840.0
HIP 71135,1,4.55,18.8,87.19,32.3311,4146.0
KELT-23 A,1,14.829507,298.12454,2.255251,126.261,5899.0
TOI-4329,1,16.81347105,143.02278315,2.9223,717.128,6000.0
Kepler-1560,1,0.89,0.64,3.03195744,502.497,5815.0
Kepler-1239,1,2.9,8.75,5.19104016,2140.6,6564.0
HD 170469,1,14.1,209.7678,1145.0,60.178,5842.0
OGLE-2016-BLG-0613L AB,1,13.0,1330.0,,3410.0,
HD 23127,1,13.5,485.32641,1211.17,93.8555,5843.0
HATS-8,1,9.785457,43.86054,3.583893,794.637,5679.0
Kepler-4,1,4.002,24.472,3.21346,487.916,5857.0
WASP-185,1,14.01125,311.4734,9.38755,279.35,5900.0
HD 39855,1,2.85,8.5,3.2498,23.2599,5576.0
GJ 1214,1,2.733,8.41,1.580404531,14.6427,3101.0
HD 220842,1,13.1,1010.6994,218.47,64.6498,5960.0
TOI-3288,1,11.2089807,670.61793877,1.4338635,200.5,3933.0
HD 102843,1,13.1,113.9,3090.942,62.758,5436.0
MOA-2007-BLG-192L,1,1.63,3.3,,1000.0,
Kepler-1018,1,2.58,7.18,49.1013514,1010.01,5518.0
Kepler-1555,1,1.61,3.22,8.10501635,2013.27,5866.0
Kepler-1470,1,1.07,1.24,16.2950903,590.601,4961.0
HD 77338,1,4.12,15.9,5.7361,45.935,5341.0
TOI-521,1,1.98,5.3,1.54285047,60.9425,3544.0
HD 132563,1,13.6,473.547,1544.0,105.155,6289.0
Kepler-1816,1,1.9679397,4.53,91.50099945,437.823,5051.0
Kepler-412,1,15.031269,299.07803,1.7208604,1086.24,5750.0
HD 95338,1,4.27174254,42.44,55.082694,36.9941,5097.0
NGTS-17,1,13.89913607,242.82090295,3.24253,1040.28,5650.0
Ross 176,1,1.84,4.57,5.0066338,46.4488,4041.0
TOI-5422,1,9.10169233,8899.195396,5.377219,346.141,5820.0
Kepler-1655,1,2.213,5.4,11.8728787,213.26,6148.0
COCONUTS-2 A,1,12.44196858,2542.627256,402000000.0,10.8864,3406.0
WASP-176,1,16.869545,271.74465,3.899052,568.42,5941.0
TOI-778,1,15.4,878.0,4.633611,161.743,6643.0
KMT-2021-BLG-0748L,1,14.3,143.02278315,,6090.0,
Kepler-1545,1,2.7,7.75,163.692349,729.964,5201.0
Kepler-1494,1,3.07,9.64,91.080482,1285.48,5659.0
Kepler-1203,1,1.06,1.2,0.588000765,317.022,4105.0
Kepler-1652,1,1.6,3.19,38.09722,252.0,3638.0
OGLE-2017-BLG-0604L,1,14.2,160.0,,3950.0,
Kepler-1853,1,1.51862272,2.92,48.88819885,562.348,4821.0
K2-372,1,2.945,8.98,9.844077,463.88,5479.0
HD 96063,1,13.7,403.6441,362.5,140.065,5020.0
HD 41004 B,1,12.1,5838.29,1.3283,41.5504,5036.0
Kepler-504,1,1.59,3.15,9.549275422,99.0688,3519.0
TOI-5349,1,10.2,127.4,3.317921,188.336,3751.0
TOI-6255,1,1.079,1.44,0.23818244,20.3167,3421.0
Kepler-1948,1,1.03283226,1.09,15.57129955,193.903,3872.0
KIC 10068024,1,13.4,635.656814,2.073549,721.105,6118.4
HAT-P-24,1,14.5717,238.3725,3.35524,415.344,6373.0
Kepler-833,1,2.02,4.74,18.7546998,467.37,4339.0
TOI-172,1,10.816685,1722.6386,9.47725,342.831,5645.0
HD 114082,1,11.2089807,2542.627256,109.75,95.3906,6651.0
Kepler-1204,1,3.05,9.53,85.7350285,1175.22,5825.0
K2-180,1,2.46597575,11.41003981,8.865663,203.896,5365.0
HD 189733,1,12.66617,359.1479,2.21857567,19.7638,5052.0
Kepler-731,1,13.88,,3.855603551,1257.16,5849.0
HAT-P-36,1,14.313893,587.413406,1.32734683,294.419,5620.0
Kepler-1690,1,2.81109223,8.3,234.636,703.789,5404.0
TOI-262,1,2.07,4.94,11.14529,43.932,5310.0
Kepler-1260,1,1.77,3.78,19.1187753,1734.43,5961.0
Kepler-1039,1,1.46,2.73,0.934884242,306.91,4870.0
Kepler-1556,1,1.96,4.5,8.82713457,944.54,5608.0
MOA-2012-BLG-006L,1,12.6,2700.0,,5300.0,
Kepler-954,1,2.32,5.99,16.78176602,215.814,4990.0
Kepler-1247,1,2.33,6.04,13.71220213,1045.92,5303.0
Kepler-1316,1,3.54,12.3,87.9732136,800.871,5884.0
Kepler-1409,1,1.04,1.12,0.764864926,694.89,5160.0
Kepler-673,1,6.54,34.8,3.728731093,918.21,5355.0
Kepler-1161,1,2.13,5.18,10.71252541,547.726,4253.0
L 168-9,1,1.63,4.07,1.40152604,25.1496,3842.0
K2-209,1,0.86850263,0.586,2.080615,76.4986,4720.0
K2-210,1,0.86,0.566,0.57023,176.51,5500.0
Kepler-1765,1,2.49508857,6.78,10.41889954,764.456,5692.0
HAT-P-21,1,12.44199,1547.8321,4.12448,277.278,5588.0
OGLE-2018-BLG-1367L,1,13.8,301.93698665,,5370.0,
HD 180314,1,12.0,7216.92963775,394.73,122.362,4917.0
EPIC 206032309,1,1.01,1.01,2.87814,161.365,3489.0
Kepler-464,1,3.3,10.9,7.256965224,667.604,5933.0
TOI-1775,1,8.04728896,96.0,10.2405549,149.234,5284.0
Kepler-845,1,2.04,4.82,0.927859821,431.051,4913.0
HATS-68,1,13.809488,410.0007,3.5862202,603.955,6147.0
HD 4308,1,4.12,15.8915,15.56,22.0158,5686.0
Kepler-916,1,1.76,3.75,32.2968798,830.712,5248.0
Kepler-1102,1,2.66,7.56,51.3285623,1246.05,5724.0
Kepler-1424,1,1.16,1.65,29.6091744,661.421,5838.0
TOI-5110,1,11.98240037,921.7023803,30.158577,392.259,6160.0
HD 171238,1,12.5,2796.8899816,1515.0,44.8113,5467.0
OGLE-2018-BLG-0506L,1,4.18,16.3,,5600.0,
HD 332231,1,9.07303305,74.1,18.712024,80.6665,6128.0
TOI-1937 A,1,13.97759893,638.83509807,0.94667944,415.135,5814.0
HIP 18606,1,14.0,244.72787339,674.94,47.0288,4860.0
HAT-P-5,1,13.56289,311.4734,2.78849,303.336,5960.0
Kepler-1850,1,0.72909663,0.313,1.385800004,250.199,4239.0
HAT-P-23,1,15.334,664.237,1.212884,364.813,5905.0
Kepler-1744,1,3.76754004,13.6,37.10110092,1091.63,5986.0
Kepler-1734,1,3.08851092,9.74,6.796850204,1482.83,6061.0
Kepler-961,1,2.55,7.04,16.87727414,574.314,5582.0
Kepler-1185,1,1.33,2.33,104.3518976,459.273,5622.0
Kepler-1857,1,1.96065412,4.5,8.94340992,853.275,6074.0
NGTS-30,1,10.40193409,305.11527072,98.29838,238.377,5455.0
Kepler-1492,1,1.49,2.83,16.75255007,331.553,4712.0
MOA-2016-BLG-227L,1,13.2,890.0,,6500.0,
OGLE-2008-BLG-355L,1,12.9,1500.0,,6800.0,
Kepler-989,1,2.21,5.52,7.964315352,491.978,5074.0
TOI-2842,1,12.84549188,117.59651059,3.5514058,460.995,5910.0
Kepler-1080,1,3.28,10.8,77.2548396,1382.82,5956.0
Kepler-1958,1,2.05124311,4.86,9.328619957,1320.38,5749.0
K2-337,1,2.62,7.37,16.273563,421.636,5869.0
GJ 2056,1,4.17,16.2,69.971,28.4434,4069.95
Kepler-482,1,2.36,6.17,56.35418576,313.068,4871.0
Kepler-847,1,1.18,1.76,2.343231895,513.103,4940.0
Kepler-927,1,1.72,3.61,9.1149903,831.685,5743.0
Kepler-1251,1,1.84,4.04,45.0904643,902.204,5545.0
Kepler-705,1,2.11,5.1,56.0560538,276.881,3722.0
K2-251,1,2.35,6.12,9.30075,147.03,3717.0
WASP-194,1,15.47960235,373.13054982,3.183387,476.831,6405.0
Kepler-1890,1,0.86867375,0.587,4.820590019,529.596,6046.0
Kepler-1819,1,3.90351256,14.5,16.48690033,1363.19,6090.0
HD 122562,1,10.1,73.10053361,84.96276,53.2528,4956.0
KELT-18,1,17.59813,375.0394,2.8717518,321.376,6670.0
Kepler-1695,1,1.11948901,1.46,4.7329,791.175,5473.19
Kepler-1999,1,3.29,10.8,8.7396758,701.255,4406.0
Kepler-1186,1,2.23,5.6,16.07677615,1337.25,5635.0
Kepler-675,1,2.44,6.53,2.33743801,665.68,4945.0
TOI-2981,1,13.4,638.0,3.601501,527.789,5940.0
K2-182,1,2.71257333,20.97667486,4.7369696,154.83,5128.0
TOI-5210,1,10.72699453,81.99972901,4.5661061,302.086,5723.0
Kepler-1840,1,2.77771129,8.13,131.1900024,513.107,4898.0
HD 125271,1,12.4,3465.60094993,14901.99295,39.3466,4703.93
KMT-2022-BLG-2076L,1,13.9,279.68899816,,5570.0,
Gl 378,1,3.66,13.02,3.822,14.9545,3879.0
HD 94771,1,14.2,169.0,2164.0,57.7807,5631.0
CoRoT-18,1,14.68,1102.82,1.9000693,764.889,5440.0
HD 221287,1,13.1,982.05,456.1,55.9231,6304.0
